id,nct_id,responsible_party_type,name,title,organization,affiliation
953827,NCT00690300,,Prof. Dr. Thomas Seufferlein,,University Halle-Wittenberg,
840385,NCT02336386,Principal Investigator,Yuping Zhong,Chief physician,,Beijing Chao Yang Hospital
829833,NCT02473991,Principal Investigator,amr elsayed elsayed,researcher for master degree,,Ain Shams Maternity Hospital
1148747,NCT03382275,Sponsor,,,,
912622,NCT01390051,Sponsor,,,,
1001769,NCT01337674,Sponsor,,,,
1002040,NCT01340729,Sponsor,,,,
971679,NCT00935909,Sponsor-Investigator,Peter Szmuk,Professor,,University of Texas Southwestern Medical Center
976931,NCT01005563,Principal Investigator,Wayne Campbell,"Wayne Campbell, Ph.D.",,Purdue University
1002141,NCT01341977,Sponsor,,,,
918568,NCT00029588,Sponsor,,,,
878985,NCT01832506,Sponsor,,,,
1112627,NCT02238925,Sponsor,,,,
767881,NCT03281330,Principal Investigator,Peter Feys,prof. dr.,,Hasselt University
975378,NCT00984490,Principal Investigator,"Ingrid Mayer, MD","Assistant Professor of Medicine; Clinical Director, Breast Cancer Program; Medical Oncologist",,Vanderbilt-Ingram Cancer Center
959200,NCT00763061,,"Benny Li, Ph.D.",,Alcon Research Ltd,
933325,NCT00361478,,Dr Mary Galea,,The University of Melbourne,
956480,NCT00728026,Principal Investigator,B Li,Professor of Pediatrics,,Medical College of Wisconsin
961990,NCT00794690,,Prof. Ezat Hamed Sayed,,Department of Obstetrics & Gynecology,
1170400,NCT02703766,Principal Investigator,Virend Somers,Professor of Medicine,,Mayo Clinic
796664,NCT02906566,Principal Investigator,Anne Chang,Associate Professor of Dermatology,,Stanford University
911327,NCT01407042,Principal Investigator,Michael Liebensteiner,"MD, PhD",,Medical University Innsbruck
987340,NCT01144728,,Trial Transparency Team,,sanofi-aventis,
854687,NCT02149862,Sponsor,,,,
896631,NCT01600768,Sponsor,,,,
867003,NCT01989013,Sponsor,,,,
781785,NCT03100435,Sponsor,,,,
1058147,NCT03206840,Sponsor,,,,
854383,NCT02153827,Sponsor,,,,
955377,NCT00714220,Sponsor,,,,
894328,NCT01630954,Principal Investigator,Dr Snehamay Chaudhuri,"Associate Professor,Obstetrics and Gynecology, NRS Medical College",,Nilratan Sircar Medical College
857627,NCT02111512,Principal Investigator,Paul Turner,MRC Clinician Scientist,,Imperial College London
951366,NCT00657865,Principal Investigator,Markus Mueller,Prof. Dr,,Medical University of Vienna
811316,NCT02715635,Principal Investigator,Amrita Ahluwalia,"Deputy Director of The William Harvey Research Institute, Prof of Vascular Pharmacology",,Queen Mary University of London
839538,NCT02347436,Sponsor,,,,
787062,NCT03031665,Principal Investigator,Diego A. Pizzagalli,"Professor, Department of Psychiatry, Harvard Medical School",,Mclean Hospital
786376,NCT03040583,Sponsor,,,,
823713,NCT02553850,Sponsor,,,,
1117533,NCT02520726,Principal Investigator,Brent Kious,Psychiatry Resident,,University of Utah
931864,NCT00313781,Sponsor,,,,
798982,NCT02876406,Principal Investigator,Tomás Francisco Fariña González,Resident Physician,,"Hospital San Carlos, Madrid"
865616,NCT02007135,Principal Investigator,Simon Brumagne,Professor Simon Brumagne,,Katholieke Universiteit Leuven
865220,NCT02012322,Principal Investigator,Beatrice Golomb,Professor of Medicine,,"University of California, San Diego"
850197,NCT02208453,Sponsor,,,,
853202,NCT02169258,Principal Investigator,Ting-Hsing Chao,Associate Professor and Attending Physician,,National Cheng-Kung University Hospital
968152,NCT00879606,Sponsor,,,,
951873,NCT00669266,Principal Investigator,Martin Fassnacht,Head of Endocrinology,,University of Wuerzburg
819607,NCT02607475,Principal Investigator,Paul Babyn,Professor and Head,,University of Saskatchewan
992067,NCT01208727,Sponsor,,,,
1024747,NCT00656643,Sponsor,,,,
849805,NCT02213588,Sponsor,,,,
793861,NCT02943122,Principal Investigator,Ahmed Mohamed Abbas,Dr,,Assiut University
957089,NCT00734331,,"Nitsan Maharshak, Physician Gastroenterology and Liver Diseases Dept.",,Tel Aviv Sourasky Medical Center,
908079,NCT01450176,Sponsor,,,,
1005083,NCT03225664,Sponsor,,,,
1050651,NCT02951676,Principal Investigator,Dr Michael G. Botelho,Clinical Associate Professor,,The University of Hong Kong
989934,NCT01173393,Principal Investigator,Stephen Bernard,Medical Advisor,,Ambulance Victoria
902151,NCT01528241,Sponsor,,,,
772787,NCT03217435,Sponsor-Investigator,Chunxiao Wang,Clinical investigator,,Sun Yat-sen University
888880,NCT01703234,Principal Investigator,Mahmut Ilker Yilmaz,Assoc.Prof.,,Gulhane School of Medicine
907574,NCT01456819,Principal Investigator,Dr Hanafiah Harunarashid,Senior Consultant Vascular Surgeon,,National University of Malaysia
861454,NCT02061475,Sponsor,,,,
949603,NCT00626041,,Dr. Charlotte Jones,,University of Calgary,
954829,NCT00704080,Sponsor,,,,
992347,NCT01205594,,Edward C. Nemergut MD,,University of Virginia Anesthesiology,
777621,NCT03154502,Principal Investigator,Ivan Sisa,Associate Professor,,Universidad San Francisco de Quito
989952,NCT01173627,,"Herbert Neuman, MD/Chief Medical Officer",,Mallinckrodt,
1135921,NCT00222079,Sponsor-Investigator,Douglas Trask,Principal Investigator,,University of Iowa
1135258,NCT02730637,Principal Investigator,"Dr. med. Martin Kimmel, MD",MD,,Robert Bosch Medical Center
1170397,NCT02704403,Sponsor,,,,
779463,NCT03130530,Sponsor,,,,
884451,NCT01761110,Sponsor,,,,
979334,NCT01031381,Principal Investigator,Robert Edwards,Principal Investigator,,University of Pittsburgh
863806,NCT02030782,Sponsor,,,,
1073591,NCT02577718,Sponsor,,,,
921896,NCT00112034,,"Dennis Cunningham, Associate Director, Medical Affairs",,Biogen Idec,
804263,NCT02807532,Principal Investigator,Shu Xu,Attending Physician,,General Hospital of Shenyang Military Region
825225,NCT02534116,Sponsor,,,,
817867,NCT02630147,Principal Investigator,Jean-Paul Praud,"MD, PhD",,Université de Sherbrooke
882217,NCT01790308,Principal Investigator,Yanbing Li,director of the endocrinology department of the First Affiliated Hospital of Sun Yat-sen University,,Sun Yat-sen University
999028,NCT01303302,Sponsor,,,,
900567,NCT01549067,Principal Investigator,Lin Shen，MD & Ruihua Xu，MD、PhD,Principal Investigator,,Chinese Medical Doctor Association
983376,NCT01086124,Sponsor-Investigator,Paul Farand,MD,,Universitaire de Sherbrooke
784707,NCT03062280,Sponsor,,,,
771484,NCT03234452,Sponsor,,,,
927507,NCT00231972,,Dr. Kenneth Mayer,,Fenway Community Health,
790658,NCT02984839,Principal Investigator,Kayla Petersen,Resident Physician,,OhioHealth
951731,NCT00655265,Sponsor,,,,
815838,NCT02656615,Sponsor-Investigator,Aurelius Omlin,MD,,Cantonal Hospital of St. Gallen
916760,NCT00003119,Sponsor,,,,
1149421,NCT01377441,Sponsor,,,,
951473,NCT00659295,Sponsor,,,,
776107,NCT03174210,Principal Investigator,Klaus Kenn,Prof. Dr. Klaus Kenn,,Klinikum Berchtesgadener Land der Schön-Kliniken
958906,NCT00758641,Sponsor,,,,
892541,NCT01655043,Principal Investigator,James Carr,director of cardiovascular imaging,,Northwestern University
1118587,NCT00718718,Sponsor,,,,
1149479,NCT00592293,Principal Investigator,"Torunn Yock, MD","Director, Pediatric Radiation Oncology",,Massachusetts General Hospital
1134698,NCT03304678,Sponsor,,,,
867135,NCT01987284,Sponsor,,,,
801629,NCT02841943,Principal Investigator,Anders Aneman,Senior Staff Specialist,,South West Sydney Local Health District
888098,NCT01713465,Principal Investigator,Ashish Joshi,Assistant Professor,,Asian Institute of Public Health
1148028,NCT02943785,Sponsor,,,,
830835,NCT02460952,Principal Investigator,Yingmin Ma,Vice president of Beijing Chaoyang Hospital,,Beijing Chao Yang Hospital
773305,NCT03210688,Sponsor,,,,
821379,NCT02584296,Sponsor,,,,
913445,NCT01379196,Principal Investigator,kalish hadas,"Chief, Neuro-Ophthalmology Unit",,Rabin Medical Center
860402,NCT02075242,Principal Investigator,Sung-Gyu Lee,"Professor, Department of surgery, Asan medical center",,Asan Medical Center
1168910,NCT03395782,Principal Investigator,Lennart Edmark,"MD, Ph.D.",,Region Västmanland
1110249,NCT02784106,Sponsor,,,,
970454,NCT00921050,Principal Investigator,Lilia Csrdenas-Ibarra,MD,,Universidad Autonoma de Nuevo Leon
1156277,NCT03386747,Principal Investigator,Alexandra Brentani,Professor,,University of Sao Paulo
1001884,NCT01332825,Principal Investigator,Greg Davis,Assistant Professor,,University of Washington
822304,NCT02572245,Sponsor,,,,
871427,NCT01931267,Sponsor,,,,
999176,NCT01296685,,Dr. Al Tmimmi,,University Hospitals Leuven,
977916,NCT01018914,Sponsor,,,,
1026088,NCT02955251,Sponsor,,,,
921352,NCT00091416,Sponsor,,,,
999712,NCT01310348,Principal Investigator,Karacan,Chief of Physical Med & Rehab Clinic,,Bagcilar Training and Research Hospital
849825,NCT02213315,Sponsor,,,,
861463,NCT02061358,Sponsor,,,,
911577,NCT01403766,,"Eileen Tsai, M.D.",,"University of California, Los Angeles",
885073,NCT01752985,Sponsor,,,,
976237,NCT00997958,Principal Investigator,Robert L. Fine,Associate Professor of Hematology and Oncology,,Columbia University
1143264,NCT03276702,Sponsor,,,,
974660,NCT00976261,Sponsor,,,,
973054,NCT00953693,Sponsor,,,,
841939,NCT02316093,Principal Investigator,Figen ÖNGÖZ DEDE,Faculty of Dentistry,,Bulent Ecevit University
854213,NCT02156050,Sponsor,,,,
866888,NCT01990508,Principal Investigator,"Anne N. Thorndike, MD, MPH",Assistant Professor of Medicine,,Massachusetts General Hospital
784970,NCT03058939,Sponsor,,,,
820920,NCT02590276,Sponsor,,,,
977970,NCT01023074,Sponsor,,,,
967437,NCT00877188,Sponsor,,,,
933725,NCT00362102,Sponsor,,,,
867743,NCT01979354,Principal Investigator,Sirilak Suksompong,Associate Professor,,Mahidol University
1170312,NCT02784795,Sponsor,,,,
907869,NCT01452919,Sponsor,,,,
904458,NCT01497860,Sponsor-Investigator,Eugene Hwang,"Assistant Professor, Pediatric Oncology",,Children's Research Institute
907121,NCT01462825,Principal Investigator,Antje Weseler,Principal Investigator,,Maastricht University Medical Center
879873,NCT01820988,Sponsor,,,,
899013,NCT01569503,Sponsor,,,,
864853,NCT02017132,Principal Investigator,Angela Stockton,Ph.D. Researcher,,Queen Margaret University
1155732,NCT02471183,Sponsor,,,,
930720,NCT00302211,,Actelion Pharmaceuticals US/Sponsor,,Actelion Pharmaceuticals US,
995104,NCT01242644,Principal Investigator,Albert Pearsall,"Professor, Orthopaedic Surgery",,University of South Alabama
928425,NCT00260234,Sponsor,,,,
967249,NCT00872547,Sponsor,,,,
955030,NCT00705666,Sponsor,,,,
971004,NCT00918580,Sponsor,,,,
965909,NCT00848900,,Mingguang He,,"Zhongshan Ophthalmic Center, ZOC",
807407,NCT02766569,Principal Investigator,"Prof. Dr. Nikolaus Haas, MD, PhD, FRACP",Prof. Dr. Nikolaus A. Haas,,Ludwig-Maximilians - University of Munich
1060558,NCT03019939,Sponsor,,,,
883675,NCT01771211,Principal Investigator,Marcus Meinzer,Creutzfeld Fellow,,"Charite University, Berlin, Germany"
998970,NCT01302249,Sponsor,,,,
1025445,NCT00296725,Sponsor,,,,
768011,NCT03279783,Principal Investigator,Franco Radaelli,Head of Endoscopy Unit,,Valduce Hospital
996994,NCT01278004,Sponsor,,,,
866327,NCT01997853,Principal Investigator,GIRISH DEORE,Principal Investigator,,Tatyasaheb Kore Dental College
829901,NCT02473107,Principal Investigator,Mariana Minatel Braga,"PhD, Senior Lecturer",,University of Sao Paulo
967829,NCT00874770,Sponsor,,,,
881450,NCT01800279,Principal Investigator,Adelaida María Castro-Sánchez,PhD (Lecturer),,Universidad de Almeria
907247,NCT01461174,Sponsor,,,,
795824,NCT02917525,Sponsor,,,,
899808,NCT01559090,Sponsor,,,,
997600,NCT01283321,Principal Investigator,Kenichi Tanaka,MD,,Emory University
891529,NCT01668537,Sponsor,,,,
889404,NCT01696357,Principal Investigator,Hyekyun Rhee,Associate Professor,,University of Rochester
950038,NCT00632034,Sponsor,,,,
852677,NCT02176083,Principal Investigator,Hui-Chun Irene Su,Assistant Professor of Reproductive Medicine,,"University of California, San Diego"
800234,NCT02860104,Principal Investigator,Ping Liang,Chair,,Chinese PLA General Hospital
868306,NCT01972009,Sponsor,,,,
1009399,NCT01472107,Sponsor,,,,
949540,NCT00625118,,Prof Elizabeth Miller,,Health Protection Agency,
899139,NCT01567839,Principal Investigator,John Nusstein,Associate Professor,,Ohio State University
880490,NCT01812824,Principal Investigator,Brian Jack,Professor and Chair,,Boston Medical Center
916933,NCT00003470,Sponsor,,,,
968445,NCT00889811,,"Jeon, YunSeok",,Seoul National University Hospital,
798113,NCT02887716,Sponsor,,,,
864414,NCT02022852,Principal Investigator,Binbin Cui,Director of Abdominal Surgery Department,,Harbin Medical University
973273,NCT00957632,,[Redacted],,[Redacted],
1059387,NCT02022917,Principal Investigator,Chyong-Huey Lai,M.D.,,Chang Gung Memorial Hospital
986532,NCT01137409,Sponsor,,,,
954183,NCT00695786,Sponsor,,,,
963854,NCT00827255,Sponsor,,,,
976286,NCT00998608,,"Ching-Hua Lin, M.D.",,Kaohsiung Kai-Suan Psychiatric Hospital,
1022847,NCT01402011,Principal Investigator,Helene Bertrand,"M.D., C.M, CCFP",,University of British Columbia
777032,NCT03162172,Sponsor,,,,
999277,NCT01298310,Sponsor,,,,
815394,NCT02662413,Sponsor,,,,
898657,NCT01574183,Principal Investigator,Aimee McRae-Clark,Associate Professor,,Medical University of South Carolina
1052384,NCT01732419,Principal Investigator,H.Kemps,"MD, PhD",,Maxima Medical Center
1142404,NCT00734955,Sponsor,,,,
1047366,NCT02874014,Principal Investigator,"Chunhee Richard Choo, M.D.",PI,,Mayo Clinic
877928,NCT01846312,Sponsor,,,,
773757,NCT03204786,Principal Investigator,Antonio Hardan,Principal Investigator,,Stanford University
801855,NCT02838992,Principal Investigator,Fang Zhou,Principal Investigator,,Jinan Military General Hospital
815155,NCT02665520,Principal Investigator,Mohamad Habous,Dr Mohamad Habous,,Elaj medical centers
788878,NCT03008031,Sponsor,,,,
867564,NCT01981694,Sponsor,,,,
876890,NCT01859897,Sponsor-Investigator,CAVI-J Study Group,CAVI-J study Group,,Okayama University
889518,NCT01694875,Sponsor,,,,
860165,NCT02078336,Sponsor,,,,
952202,NCT00662194,Sponsor,,,,
1054762,NCT02108951,Sponsor,,,,
997122,NCT01279694,Sponsor,,,,
824987,NCT02537210,Principal Investigator,Siew Chien NG,Professor,,Chinese University of Hong Kong
1166849,NCT01682226,Sponsor,,,,
995011,NCT01248676,,Lisa Di Prospero,,Odette Cancer Centre at Sunnybrook Health Sciences Centre,
1071419,NCT03333681,Principal Investigator,Dr. Mojgan Mohammadi,Associate professor,,Mashhad University of Medical Sciences
1148954,NCT03278223,Sponsor,,,,
977852,NCT01011439,Sponsor,,,,
1149194,NCT02817061,Principal Investigator,"Richard Rox Anderson, MD","Director, Wellman Center for Photomedicine",,Massachusetts General Hospital
948861,NCT00621075,,ARUNABH TALWAR MD,,NORTH SHORE-LONG ISLAND JEWIAH HEALTH SYSTEM,
882776,NCT01782937,Sponsor,,,,
1166598,NCT02516241,Sponsor,,,,
816151,NCT02652520,Sponsor,,,,
975856,NCT00993369,Sponsor,,,,
994649,NCT01242306,,Mischie Nicolae Alexandru,,European Society of Cardiology,
921463,NCT00093743,Sponsor,,,,
1120700,NCT03366506,Sponsor,,,,
886127,NCT01739257,Sponsor,,,,
1053856,NCT03324425,Principal Investigator,Mothaffar Rimawi,Associate Professor,,Baylor Breast Care Center
774743,NCT03191955,Sponsor,,,,
964036,NCT00833794,Sponsor,,,,
976291,NCT00998673,Sponsor,,,,
775558,NCT03181360,Sponsor,,,,
981872,NCT01072448,,External Affairs,,Novartis Pharmaceuticals,
969793,NCT00909688,,Wyeth (Registry Contact: Clinical Trial Registry Specialist),,Wyeth,
930075,NCT00296764,Principal Investigator,Lynne M. Bird,Principal Investigator,,"University of California, San Diego"
1093858,NCT00875056,Sponsor,,,,
967778,NCT00874094,Sponsor,,,,
798351,NCT02884609,Sponsor,,,,
893820,NCT01637597,Sponsor,,,,
990202,NCT01183845,Sponsor,,,,
875400,NCT01879371,Sponsor,,,,
799371,NCT02871336,Sponsor,,,,
954556,NCT00701558,Sponsor,,,,
994804,NCT01245920,,"Melissa S. Lang, DDS, MS",,Creighton University,
781248,NCT03107299,Sponsor,,,,
834258,NCT02416323,Principal Investigator,Lauren Brookman-Frazee,Associate Professor,,"University of California, San Diego"
999062,NCT01303757,Principal Investigator,"David S. Ludwig, MD, PhD","Director, Obesity Prevention Center",,Children's Hospital Boston
894441,NCT01629485,Principal Investigator,David R. Farley,"Co-Director of the Mayo Simulation Center, Professor of Surgery",,Mayo Clinic
905251,NCT01487382,Sponsor,,,,
925692,NCT00199732,Sponsor,,,,
988294,NCT01157793,,"Sonia Shin, Head of Medical Department",,"Merck Serono Korea, an affiliate of MerckKGaA, Darmstadt, Germany",
834897,NCT02408003,Principal Investigator,Martin Fredholm,MD,,"Sahlgrenska University Hospital, Sweden"
836840,NCT02382679,Sponsor,,,,
869298,NCT01959035,Sponsor,,,,
952501,NCT00666497,Sponsor,,,,
932490,NCT00345839,Sponsor,,,,
823244,NCT02559986,Principal Investigator,Nerissa Bauer,Assistant Professor,,Indiana University
898188,NCT01580319,Principal Investigator,Claudia Ciceri Cesa,Master´s Degree,,Instituto de Cardiologia do Rio Grande do Sul
977862,NCT01011569,Principal Investigator,Chun Kee Chung,Professor,,Seoul National University Hospital
987022,NCT01134640,Sponsor,,,,
1127812,NCT03142399,Principal Investigator,Elisa Maia dos Santos,Master on Cardiovascular Sciences,,"National Institute of Cardiology, Laranjeiras, Brazil"
1062485,NCT00434512,Sponsor,,,,
889488,NCT01695265,Principal Investigator,Jose Luis Gonzalez Montesinos,Principal Investigator,,University of Cadiz
1084679,NCT02467725,Sponsor,,,,
949667,NCT00626899,,Matthias Haenggi,,"Department of Intensive Care Medicine, University Hospital Bern - Inselspital",
991672,NCT01203579,,"David Midthun, MD",,Mayo Clinic,
951711,NCT00669097,Sponsor,,,,
869920,NCT01950910,Sponsor-Investigator,Benjamin Brooks,"Medical Director, Neuromuscular/ALS-MDA Center and Neuromuscular/ALS Research Laboratory",,Carolinas Healthcare System
968217,NCT00880477,Sponsor,,,,
861072,NCT02066480,Sponsor,,,,
819216,NCT02612584,Sponsor,,,,
1052839,NCT00675961,Principal Investigator,Sonya Sunhi Shin,Associate Physician,,Brigham and Women's Hospital
936380,NCT00420615,Sponsor,,,,
854768,NCT02148796,Sponsor,,,,
912883,NCT01386632,Sponsor,,,,
930432,NCT00305201,,"Arturo Borzutzky, MD",,Pontificia Universidad Catolica de Chile,
952395,NCT00665106,Sponsor,,,,
913737,NCT01375296,,Weifeng Shen,,"Ruijin hospital, shanghai jiao tong university school of medicine",
853033,NCT02171455,Sponsor,,,,
864309,NCT02024217,Principal Investigator,Zhen Zhang,Chairman of Department of Radiation Oncology Fudan University Shanghai Cancer Center,,Fudan University
934911,NCT00393029,,"Steven A. Rosenberg, M.D., Ph.D.",,"National Cancer Institute, National Institutes of Health",
882981,NCT01780272,Sponsor,,,,
887624,NCT01719666,Sponsor,,,,
896465,NCT01602926,Principal Investigator,Henry DeGroot,P.I.,,"Henry DeGroot, M.D."
958654,NCT00755664,Principal Investigator,Liu Jianmeng,Institute of reproductive and Child Health,,Peking University
830188,NCT02469376,Sponsor,,,,
856620,NCT02124655,Principal Investigator,Inmaculada Tomas,Senior Lecturer,,University of Santiago de Compostela
878726,NCT01835886,Sponsor,,,,
988726,NCT01164592,Sponsor,,,,
924121,NCT00159588,Sponsor,,,,
823129,NCT02561494,Principal Investigator,Hyo-Seok Na,Doctor,,Seoul National University Bundang Hospital
859885,NCT02081976,Sponsor,,,,
953502,NCT00687167,,"Kristin Arnold, Vice President R&D",,"Mutual Pharmaceutical Company, Inc.",
991557,NCT01202058,Sponsor,,,,
898146,NCT01580878,Sponsor,,,,
891826,NCT01664663,Sponsor-Investigator,Ass. Prof. Jan Nyman,"Assosiated professor Jan Nyman, Department of Oncology, Sahlgrenska University Hospital, Gotenburg , Sweden",,Swedish Lung Cancer Study Group
1049906,NCT03229915,Principal Investigator,Ji Hyun Ko,Assistant Professor,,University of Manitoba
970587,NCT00922857,Sponsor,,,,
925411,NCT00183729,Principal Investigator,Eric Lenze,Professor of Psychiatry,,Washington University School of Medicine
821966,NCT02576639,Sponsor,,,,
951395,NCT00658242,Sponsor,,,,
978105,NCT01024868,,Dr Anja U. Mitchell,,"Herlev University Hospital, Copenhagen",
931895,NCT00325156,Sponsor,,,,
863946,NCT02028962,Principal Investigator,Lucia Maria Lotrean,"MD, PhD",,Iuliu Hatieganu University of Medicine and Pharmacy
855047,NCT02145169,Principal Investigator,Paul Dominici,Attending Physician,,Albert Einstein Healthcare Network
865562,NCT02007850,Principal Investigator,Hae Wone Chang,Clinical Associate Professor,,Seoul National University Hospital
833709,NCT02423486,Sponsor,,,,
1152981,NCT02119130,Sponsor,,,,
854695,NCT02149758,Principal Investigator,Dr. Sumit Sharad Shetgar,BDS (Post graduate student,,Tatyasaheb Kore Dental College
865780,NCT02005003,Principal Investigator,Jonathan Cedernaes,"Medical doctor, PhD",,Uppsala University
987371,NCT01145261,Principal Investigator,alan apter,Director Department of Psychological Medicine Schneider Children's Medical Center of Israel,,Rabin Medical Center
868701,NCT01966835,Principal Investigator,Katrine Loeppenthin,PhD student,,"Glostrup University Hospital, Copenhagen"
918426,NCT00017160,Sponsor,,,,
961291,NCT00785031,Principal Investigator,dr.Frank L.J. Visseren,Prof.,,UMC Utrecht
987174,NCT01142518,,Dr. Norbert Zessack/Head of Medicine BU Neurology,,"Merck Serono GmbH Germany, an affiliate of MerckKGaA, Darmstadt, Germany",
1061819,NCT03267498,Sponsor,,,,
988210,NCT01156662,Principal Investigator,Seung-Jea Tahk,Dr.,,Ajou University School of Medicine
991703,NCT01197066,Sponsor,,,,
800421,NCT02857673,Principal Investigator,Caroline Kistin,Assistant Professor of Pediatrics,,Boston Medical Center
857859,NCT02108457,Sponsor,,,,
909640,NCT01429376,Sponsor,,,,
891624,NCT01667302,Principal Investigator,Ye Guo,Assocaite Director of Medical Oncology Department,,Fudan University
888514,NCT01708005,Sponsor,,,,
876609,NCT01863576,Principal Investigator,Gilberto Marcelo Sperandio da Silva,PhD,,Evandro Chagas Institute of Clinical Research
874692,NCT01888575,Sponsor,,,,
905083,NCT01489566,Sponsor,,,,
1003803,NCT02664038,Sponsor,,,,
891550,NCT01668264,Principal Investigator,Luc Mertens,Staff Cardiologist,,The Hospital for Sick Children
1025391,NCT00330551,Principal Investigator,"Keith Nuechterlein, Ph.D.","Professor, UCLA",,"University of California, Los Angeles"
825458,NCT02531061,Sponsor,,,,
787126,NCT03030833,Sponsor,,,,
987768,NCT01151111,Principal Investigator,Ilana Schlesinger,"Director, Movement Disorders Institute",,Rambam Health Care Campus
909967,NCT01425073,Principal Investigator,Christina Polyak,Principal Investigator,,University of Washington
835706,NCT02397434,Principal Investigator,Radiotherapie,"Valérie Fonteyne MD, PhD",,"University Hospital, Ghent"
822077,NCT02575196,Sponsor,,,,
786203,NCT03042832,Principal Investigator,Gregory Aarons,Professor,,"University of California, San Diego"
824454,NCT02544217,Sponsor,,,,
865041,NCT02014675,Sponsor,,,,
768377,NCT03274869,Principal Investigator,Ki-Woon Kang,Professor,,Eulji University Hospital
1129811,NCT01149915,Sponsor,,,,
774956,NCT03189186,Principal Investigator,Jaime Landman,Chair of the Department Of Urology,,"University of California, Irvine"
1001864,NCT01332565,,Cheri Hudson; Clinical Disclosure Advisor,,GSK Clinical Disclosure,
809779,NCT02735668,Principal Investigator,Virginia Prieto Gómez,Research Expert of Healthcare (Msc),,University of Alcala
907138,NCT01462604,Sponsor,,,,
794959,NCT02928822,Principal Investigator,Paul Verschure,Professor,,Universitat Pompeu Fabra
891232,NCT01672437,Sponsor-Investigator,Vibeke Koushede,Principal Investigator,,University of Southern Denmark
884609,NCT01759056,Sponsor,,,,
894602,NCT01627379,Sponsor,,,,
953792,NCT00689819,Principal Investigator,Phillip D. Levy,Research Investigator,,Wayne State University
933011,NCT00354484,Sponsor,,,,
768120,NCT03278210,Sponsor,,,,
1000580,NCT01324011,Principal Investigator,"Carmen Samuel-Hodge, PhD",Research Assistant Professor,,"University of North Carolina, Chapel Hill"
905158,NCT01488591,Principal Investigator,Jae-Gook Shin,Department of Pharmacology and Pharmacogenomics Research Center,,Inje University
975847,NCT00993252,,Dr. Ian Stiell,,OHRI,
815862,NCT02656303,Sponsor,,,,
882735,NCT01783470,Sponsor-Investigator,Aaron Cypess,"Investigator, NIDDK, NIH",,Beth Israel Deaconess Medical Center
1143392,NCT03222622,Sponsor,,,,
852887,NCT02173353,Sponsor-Investigator,Allen Li,Chief of Physics,,Medical College of Wisconsin
844601,NCT02281396,Sponsor,,,,
1140170,NCT03373461,Sponsor,,,,
968706,NCT00893048,Sponsor,,,,
954064,NCT00693147,Principal Investigator,Papavramidis Theodossis,Elected lecturer,,Aristotle University Of Thessaloniki
854594,NCT02151071,Sponsor,,,,
906828,NCT01466647,Sponsor,,,,
867075,NCT01988077,Principal Investigator,"Dr. Jacob Schachter MD,",Head - Ella Institute for Melanoma,,Sheba Medical Center
1127076,NCT03368963,Principal Investigator,Olatunji Alese,Principal Investigator,,Emory University
877992,NCT01845480,Principal Investigator,Richard R. Rosenkranz,Associate Professor,,Kansas State University
911228,NCT01408329,Principal Investigator,Anne Friedlander,Consulting Professor,,Palo Alto Veterans Institute for Research
1002518,NCT01347047,Principal Investigator,"Diego Hernan Giunta, MD",MD,,Hospital Italiano de Buenos Aires
951018,NCT00645541,Sponsor,,,,
885139,NCT01752127,Principal Investigator,Lae Young Jung,Doctor,,Chonbuk National University Hospital
1023508,NCT01149499,,"Associate Director, Biopharmaceutics",,Teva Pharmaceuticals USA,
843623,NCT02294149,Principal Investigator,Nathaniel Bouganim,"Dr. Nathaniel Bouganim, Medical Oncologist at Royal Victoria Hospital muhc",,McGill University Health Center
961737,NCT00808379,,Dr Reena Engineer (Principal Investigator),,Tata Memorial Centre,
975637,NCT00990743,,Ana Isabel Jiménez,,Sylentis,
821743,NCT02579551,Sponsor,,,,
776369,NCT03170804,Sponsor,,,,
998654,NCT01289821,Sponsor,,,,
985886,NCT01126372,,Christian Con Yost,,University of Utah,
838447,NCT02361710,Principal Investigator,C CELİK,Associate Professor,,Bahceci Clinic
971347,NCT00929357,,"Director, Clinical Trial Disclosure Group",,Wyeth,
963994,NCT00821821,Sponsor,,,,
824880,NCT02538601,Sponsor,,,,
959312,NCT00767052,,"J Andrew Lockton MRCP(UK) MD FFPM, Medical Science Director",,AstraZeneca Pharmaceuticals,
883729,NCT01770509,Sponsor,,,,
859443,NCT02087761,Sponsor,,,,
853352,NCT02167308,Principal Investigator,Chi-chuan Tseng,MD,,Chang Gung Memorial Hospital
987644,NCT01149460,,,,Teva Pharmaceuticals USA,
886925,NCT01728818,Sponsor-Investigator,PD Dr. med. Volker Heinemann,Sponsor Delegated Person,,Ludwig-Maximilians - University of Munich
900240,NCT01553578,Sponsor,,,,
921332,NCT00085189,Sponsor,,,,
1054560,NCT02563808,Sponsor,,,,
871439,NCT01931111,Sponsor,,,,
1020536,NCT02278263,Sponsor-Investigator,Andrew G Hill,Professor of Surgery,,University of Auckland
1023830,NCT01020435,Sponsor,,,,
982279,NCT01071447,,"Stefan Bergman, Research Director",,R&D-centre Spenshult Hospital,
1081370,NCT02433314,Sponsor,,,,
907346,NCT01459835,Principal Investigator,Dimitri Christakis,Principal Investigator,,Seattle Children's Hospital
933133,NCT00356681,Sponsor,,,,
808645,NCT02750423,Principal Investigator,Bradley Leshnower,Assistant Professor,,Emory University
1129431,NCT01838304,Sponsor,,,,
